pH,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
7.32,191.72,41410.0,2.86,252.08,372.36,11.11,101.55,2.56,1
6.97,172.24,28105.59,10.05,306.22,651.08,20.71,73.12,4.01,0
7.88,83.99,3203.21,0.01,289.99,494.5,22.07,61.26,2.55,0
7.09,254.41,48606.34,12.09,343.22,754.06,18.27,80.03,4.59,0
7.12,95.19,25874.45,1.19,113.43,905.42,28.84,42.78,1.71,0
6.71,184.34,14898.4,2.87,188.93,706.78,2.6,30.09,2.17,1
6.95,203.35,23735.64,5.79,184.04,284.02,22.68,77.82,3.21,0
7.25,218.25,42963.96,7.27,143.81,939.41,28.85,35.72,2.28,1
5.63,231.5,15592.7,5.32,186.75,338.04,26.14,18.79,2.7,1
5.92,135.72,10037.48,4.81,192.93,234.9,6.7,10.06,2.97,0
7.59,82.2,6889.03,14.46,256.57,180.97,11.15,76.92,4.43,0
7.14,239.16,15244.04,9.62,299.11,607.05,6.83,49.84,3.09,1
6.85,197.84,39112.38,0.35,214.33,202.39,18.84,92.75,2.45,1
7.01,263.95,23845.51,6.45,315.84,224.9,21.94,51.27,1.99,1
7.28,260.71,11760.34,13.13,200.85,370.03,10.88,63.46,2.63,0
6.57,265.53,8726.16,4.52,187.09,353.49,17.11,54.78,3.06,1
6.38,186.72,16970.11,1.42,262.36,643.82,21.35,81.56,3.98,0
7.16,153.4,47026.26,11.38,107.11,835.07,13.8,49.18,1.48,1
6.22,254.14,17479.82,9.09,123.94,785.21,25.91,116.01,1.89,1
7.33,179.28,49412.14,8.55,225.39,336.24,23.6,112.98,2.52,0
5.64,120.36,24518.91,0.8,382.87,320.78,3.81,103.28,2.44,0
7.82,268.09,9368.61,2.11,316.45,969.21,19.39,111.23,2.57,1
7.38,274.16,44611.43,9.34,126.44,107.41,8.59,59.41,4.17,0
7.2,182.59,23287.59,3.12,353.9,891.75,17.61,69.01,2.3,0
7.79,96.65,35628.73,7.56,319.69,279.76,28.79,91.63,3.01,1
8.33,165.32,49193.72,8.17,283.28,952.56,26.61,86.58,3.5,0
7.81,256.78,2983.68,4.25,346.09,408.08,13.33,107.97,1.93,0
5.53,278.39,5286.38,14.23,221.23,496.32,10.16,88.8,3.87,1
5.98,124.76,36162.61,12.64,166.45,736.41,8.56,119.77,3.19,1
6.5,94.73,14450.34,10.84,253.61,628.9,16.91,48.34,2.79,0
7.02,273.02,9622.92,1.17,264.65,386.15,5.2,101.63,4.24,0
7.41,165.67,2448.41,1.59,261.5,598.45,17.38,86.74,1.97,0
6.42,199.19,1581.41,7.39,269.52,757.64,2.04,86.05,4.53,1
7.15,292.97,38837.04,2.41,384.61,138.1,11.07,45.84,3.24,1
6.4,94.64,7154.45,14.67,370.67,110.08,8.16,96.42,3.44,0
6.51,222.63,23652.17,2.38,362.72,512.26,29.19,109.04,4.5,0
5.87,96.3,30491.89,7.31,340.43,218.65,22.36,34.04,4.27,0
6.26,162.6,21703.41,5.46,383.03,697.91,11.79,78.8,3.41,1
5.92,256.84,1841.78,9.59,129.55,292.65,4.6,53.13,4.01,1
6.22,175.36,39283.32,1.94,179.54,489.57,16.47,118.85,2.73,0
7.84,299.38,1020.4,6.45,248.52,277.9,7.98,62.67,3.19,0
6.24,202.99,38213.55,4.12,353.96,593.64,17.02,35.12,1.25,0
9.11,150.66,44718.57,13.32,251.55,204.45,25.39,52.0,1.36,0
7.39,128.42,21925.58,0.61,324.41,120.8,19.24,81.92,4.32,1
7.15,157.11,27009.35,13.71,141.69,146.02,19.75,18.37,1.24,0
6.31,161.96,24110.68,12.49,175.72,958.83,17.15,76.4,1.68,0
7.56,95.12,19765.83,4.46,319.53,228.06,27.96,112.43,4.18,1
6.54,161.31,44427.51,11.84,149.42,737.63,28.09,103.54,1.0,0
7.1,182.13,44749.71,0.47,205.41,161.13,16.36,17.44,2.13,0
9.05,239.0,17122.91,14.5,179.46,197.34,10.56,119.27,3.34,0
6.92,224.48,30945.95,7.9,204.96,557.99,14.87,86.86,3.38,0
7.92,235.93,46381.92,4.55,312.5,518.38,7.22,27.85,4.11,0
6.44,81.84,48121.9,5.44,210.35,956.42,19.82,11.37,3.02,0
6.97,127.89,25693.47,1.0,266.58,950.35,16.0,28.84,3.04,1
8.42,225.57,22914.83,14.84,129.98,801.65,4.89,102.2,3.9,0
6.5,186.48,14295.37,0.59,341.51,641.89,7.53,12.38,2.99,1
8.45,81.17,47964.16,9.82,210.97,509.46,15.43,35.65,3.43,1
7.57,256.99,7569.31,6.64,294.56,420.56,26.85,93.3,4.59,1
6.55,250.02,29201.56,14.23,317.62,952.38,17.86,74.47,2.61,1
7.51,200.65,14486.24,3.69,162.9,642.62,21.08,96.1,2.54,0
7.78,94.62,14310.91,7.98,365.4,621.17,11.49,92.08,1.01,0
7.5,248.63,20545.95,7.24,284.87,308.71,18.0,15.57,3.45,0
5.74,208.42,49940.25,10.54,228.62,142.03,14.53,108.18,1.12,0
6.42,252.03,3220.83,1.02,154.7,950.67,20.46,34.97,3.02,1
6.8,245.38,29137.82,2.91,382.69,382.36,3.42,70.87,4.22,1
6.94,256.66,4587.32,3.22,326.52,498.33,15.81,80.87,3.2,1
7.5,193.96,8148.78,11.07,162.41,203.18,10.29,28.55,2.08,0
7.14,110.87,22258.37,2.84,201.31,853.23,11.13,117.39,4.14,1
5.93,227.65,25767.78,8.6,342.9,124.87,28.91,63.7,2.08,0
7.3,216.5,13310.22,3.23,308.7,850.59,7.12,16.34,3.93,1
7.49,243.3,16164.63,12.92,329.74,226.26,10.71,113.1,3.44,0
7.45,117.37,4804.87,14.13,232.36,897.91,16.28,74.49,1.68,1
7.86,122.89,15509.38,7.78,314.94,756.8,26.16,86.91,4.62,1
7.67,275.89,48344.64,5.28,215.95,248.2,13.67,67.77,1.8,0
7.37,245.0,47263.02,3.51,163.38,609.24,22.83,101.82,4.96,1
6.94,279.81,17076.48,0.75,289.8,381.39,25.98,13.64,1.03,1
5.67,246.92,28757.27,4.03,392.8,260.41,10.68,39.52,2.05,0
7.34,211.37,45524.97,9.81,193.18,873.26,13.0,61.66,1.8,1
7.17,223.91,806.1,8.0,238.29,463.17,11.98,18.43,1.06,1
7.22,275.61,40628.84,14.16,302.2,458.69,25.32,87.65,3.93,1
5.98,207.34,47444.29,5.94,262.45,252.9,3.24,53.3,3.77,1
6.14,219.13,5020.62,10.41,353.03,444.76,10.64,39.99,4.17,0
7.84,114.42,8491.66,7.34,328.52,884.46,21.02,10.37,2.03,0
6.97,184.26,48056.94,7.69,117.49,426.82,17.83,89.18,2.78,1
7.55,237.61,27108.24,4.02,399.53,956.44,14.22,101.72,3.64,0
7.02,139.61,1202.73,6.82,325.72,951.68,17.12,53.45,2.76,1
7.02,124.5,13252.78,7.06,359.17,230.41,7.53,72.06,3.79,0
7.75,149.04,22772.21,10.6,295.36,259.58,14.06,35.05,3.54,1
6.59,133.13,34798.99,14.11,356.89,876.41,16.05,78.44,1.46,1
7.08,127.28,36791.44,4.94,133.71,453.48,27.23,11.34,4.12,0
6.63,173.47,49773.36,0.63,204.32,103.94,9.3,63.75,3.88,1
6.65,279.72,14731.8,7.44,362.93,346.48,26.3,80.86,3.62,1
6.75,191.55,27141.9,8.17,160.5,637.87,20.04,111.0,1.62,1
7.18,121.34,26899.52,2.53,123.47,819.34,2.57,51.95,2.07,1
6.62,96.93,20579.44,11.41,336.44,220.05,22.29,94.17,2.57,0
8.0,233.15,8873.51,14.77,350.65,199.49,3.0,75.75,2.12,0
6.28,164.22,48884.1,14.19,148.8,929.88,29.93,111.97,1.91,0
6.85,260.8,42739.2,2.96,356.3,776.03,26.43,53.82,4.22,0
6.65,225.09,25167.48,13.13,306.03,630.8,10.33,45.1,3.55,1
8.16,255.17,30360.65,10.57,256.02,792.27,9.21,107.59,3.26,1
7.16,139.83,11749.42,6.81,349.08,485.97,12.68,15.42,1.9,1
7.83,232.32,27417.46,8.11,225.77,782.61,11.97,25.0,4.67,1
5.81,138.09,34901.02,12.74,158.2,434.62,12.43,19.06,1.76,0
7.21,286.6,26000.77,7.2,185.46,319.69,10.91,102.74,4.18,0
7.71,220.0,49519.12,5.6,251.55,756.11,19.39,11.17,4.87,0
7.07,151.39,30761.41,7.4,259.4,477.71,6.6,104.78,3.91,1
7.85,139.29,18863.2,8.69,341.67,983.24,25.69,59.64,4.97,1
6.59,122.0,38721.53,2.84,337.41,414.54,24.75,10.44,3.6,1
8.13,232.82,8937.89,13.51,274.41,929.55,15.34,54.18,1.87,1
8.84,128.12,19533.53,10.11,334.24,939.67,25.88,30.55,1.82,0
6.71,210.97,17674.47,9.5,157.53,317.67,8.92,78.68,2.3,0
6.64,138.22,21874.45,1.49,115.02,818.4,2.49,84.73,1.03,0
8.16,225.63,39198.1,9.06,362.09,489.77,19.34,63.63,3.73,1
8.26,259.29,24466.57,1.81,122.67,925.77,14.82,14.46,2.07,0
6.58,251.17,39803.72,1.18,174.01,505.11,17.88,82.17,4.26,1
6.66,247.39,29036.2,7.91,308.6,769.87,27.18,102.62,2.44,0
6.77,121.3,17432.44,6.04,222.83,520.27,29.16,89.24,2.92,0
5.92,99.44,40593.95,8.83,362.89,305.02,19.76,101.3,4.86,1
6.27,233.77,12295.34,1.34,189.39,279.42,23.39,32.06,1.97,1
6.2,161.04,11606.96,6.46,103.56,482.89,4.35,107.78,3.89,1
6.39,175.12,25472.89,2.62,190.2,779.95,6.5,45.44,4.02,0
6.97,86.85,13412.04,14.81,273.42,644.56,22.53,11.47,1.88,0
7.19,137.11,949.81,8.42,212.78,719.77,14.08,102.77,3.0,0
8.24,87.41,32590.73,10.31,260.46,354.09,14.49,113.6,2.4,0
6.2,273.42,25799.14,4.88,362.98,533.29,10.64,82.11,4.09,1
7.79,133.55,22553.13,1.42,373.75,139.96,19.01,35.46,3.49,0
6.83,202.61,48364.94,14.64,179.79,835.78,7.18,37.69,2.9,1
6.96,88.58,28774.36,4.29,238.64,990.9,19.55,61.33,4.12,0
7.54,226.71,43239.86,6.36,264.74,466.19,6.87,108.76,1.94,1
6.1,151.07,7402.79,9.75,384.73,109.87,3.79,26.46,4.01,1
7.31,277.54,28675.72,0.37,399.59,252.81,11.25,100.86,4.46,0
7.13,275.39,43464.99,12.15,170.62,687.27,8.47,42.04,4.51,0
7.39,151.56,29363.73,8.05,318.09,650.87,26.89,98.94,4.13,1
7.23,278.21,36041.7,4.17,213.41,809.08,3.54,111.23,2.63,0
8.96,299.15,18916.16,0.92,102.43,328.5,6.95,57.02,4.93,1
6.49,261.59,5076.25,2.44,102.78,787.27,17.36,50.16,2.52,0
6.58,265.87,23166.06,13.43,238.17,719.19,15.47,98.24,3.55,0
6.5,134.78,20026.73,10.29,246.5,390.53,3.28,68.24,1.64,0
6.56,206.87,43419.48,3.75,106.77,590.94,2.2,85.29,4.92,0
6.49,94.8,12577.77,0.98,306.08,232.55,29.67,78.51,3.82,0
7.95,100.88,48353.34,10.36,188.2,507.31,20.45,26.82,4.01,1
8.14,299.76,47927.84,8.59,267.97,893.08,12.23,102.93,1.26,0
6.54,151.86,12757.77,6.07,190.28,479.07,15.17,31.54,4.05,1
6.33,244.6,17728.57,5.45,150.14,855.61,9.46,112.55,4.1,1
7.38,257.47,44830.01,3.25,222.15,631.23,11.66,37.56,3.69,1
6.56,268.77,48347.8,10.04,169.68,272.69,20.17,90.73,2.17,0
7.51,299.48,22450.24,14.56,260.44,623.0,26.72,41.31,2.96,1
7.16,133.13,16389.35,2.64,159.65,555.38,7.16,44.96,1.44,1
5.79,88.88,26541.65,8.96,252.52,458.78,25.53,44.1,2.89,1
8.24,170.46,34544.58,6.36,147.21,207.67,5.4,92.27,1.98,1
8.44,108.62,14036.99,6.7,301.29,475.04,8.02,71.25,2.4,1
6.51,84.93,36955.42,3.81,326.18,165.49,3.04,107.12,1.65,1
6.69,159.29,3057.04,12.38,133.12,188.89,5.94,43.81,1.92,0
7.23,252.42,2940.08,7.28,240.34,474.32,27.68,86.12,1.31,1
7.27,204.56,19621.24,8.15,121.26,374.84,14.86,92.82,4.68,1
7.53,148.81,17996.92,4.57,279.45,932.99,4.17,26.66,3.12,0
8.61,223.96,16123.84,2.73,179.32,438.14,28.87,54.06,2.59,1
6.86,131.04,24805.48,1.29,258.29,782.07,26.61,63.11,3.14,0
6.36,83.16,16376.31,10.71,255.24,577.22,23.13,49.13,3.51,0
5.9,248.16,10016.77,2.94,377.31,733.68,28.14,45.43,4.69,1
6.42,217.22,15818.74,10.35,264.72,334.1,8.16,85.51,1.71,1
6.97,247.71,48757.76,5.86,274.9,947.71,25.42,33.75,2.18,0
8.44,88.57,20850.11,6.24,220.5,577.08,21.32,88.03,4.9,0
6.59,264.17,22513.28,7.04,384.72,848.19,26.35,112.85,2.48,0
7.18,216.3,29038.98,5.52,333.16,428.54,24.31,72.17,1.09,0
6.99,203.95,49175.37,1.51,185.62,190.19,11.7,77.26,1.59,1
7.95,217.42,12459.26,4.64,353.26,706.34,23.68,17.58,1.11,0
9.02,270.18,34223.46,9.96,229.72,106.98,9.35,105.09,4.96,0
6.58,209.13,35941.24,9.99,348.6,527.76,11.2,41.4,2.12,0
6.61,207.81,30562.56,4.29,346.87,273.52,5.02,77.66,4.69,1
7.84,297.95,4884.63,6.9,156.66,664.64,28.18,117.7,4.98,0
7.55,246.48,34005.18,2.9,310.34,981.48,10.15,75.51,3.4,0
8.48,177.3,3672.69,3.16,187.19,517.96,16.58,89.72,1.13,1
7.47,235.63,30009.06,0.35,189.25,835.75,12.96,58.99,1.33,1
6.71,165.63,37109.27,13.45,188.9,557.01,28.88,16.64,2.93,0
7.47,130.35,10943.01,3.16,317.67,546.26,11.38,97.74,2.62,0
7.89,211.31,42160.29,3.41,168.95,937.38,23.8,13.85,3.42,0
7.66,284.2,2002.51,4.19,100.27,900.97,25.95,87.07,2.76,1
7.41,284.41,42268.74,1.91,314.57,807.22,14.2,12.52,4.74,1
7.85,155.22,23286.29,9.59,151.36,366.63,12.59,104.85,3.14,0
7.94,196.09,11270.6,1.13,131.34,590.51,22.94,27.34,3.77,0
8.11,126.56,7122.02,2.01,171.25,301.51,27.56,66.57,4.59,0
7.52,299.04,47688.7,9.67,213.97,499.53,23.14,75.69,1.59,1
6.87,295.85,4096.95,5.09,242.77,535.79,8.36,60.33,1.92,0
7.12,222.89,10355.12,10.62,113.37,848.48,26.87,47.48,1.43,0
7.97,256.97,17717.21,8.36,391.17,906.43,12.85,61.46,1.56,1
6.35,237.32,31201.63,3.84,314.82,473.16,18.13,44.26,3.05,0
7.29,210.49,27467.65,9.76,196.96,115.93,25.28,58.19,2.28,1
6.69,91.74,6719.35,1.74,195.61,875.6,7.28,49.48,2.69,1
7.02,180.05,14841.54,8.05,234.56,256.85,23.97,72.28,4.93,0
8.02,228.45,12318.21,6.56,287.87,659.69,18.69,36.17,1.63,1
7.15,229.06,11070.37,4.02,143.91,122.47,27.01,118.75,3.16,1
7.04,162.09,20851.64,9.06,156.68,459.56,6.82,65.1,1.4,0
5.91,287.17,35349.56,13.07,357.83,987.36,13.78,31.36,2.27,1
7.6,116.82,11263.92,14.98,176.88,190.62,25.32,62.48,3.11,1
7.52,190.08,18650.6,9.12,214.06,481.32,2.54,105.31,4.79,0
8.73,231.99,19850.41,6.07,361.38,376.43,5.14,12.4,2.56,0
6.75,233.37,48834.6,3.38,298.94,914.58,29.74,84.75,1.26,0
7.18,222.7,47755.98,3.86,202.51,882.41,9.85,70.28,2.55,0
7.2,140.56,40106.81,7.19,305.11,313.93,29.32,28.65,1.58,0
8.26,114.37,12462.12,5.51,105.9,173.07,7.11,99.92,1.92,1
6.92,219.91,3867.85,13.71,320.69,664.42,12.11,50.58,3.47,1
7.22,211.85,16186.75,5.52,246.1,402.73,23.08,42.32,1.27,1
7.49,119.46,13706.33,5.6,343.95,704.88,20.42,101.09,2.86,1
7.15,235.13,25543.33,5.75,386.39,128.91,18.27,80.24,3.44,1
6.64,180.14,38997.53,12.55,377.74,220.06,16.84,108.81,2.69,0
7.16,226.91,42986.99,9.76,372.78,717.74,25.62,79.29,1.08,0
7.86,264.22,42320.77,9.21,253.65,291.13,8.58,91.49,4.94,0
6.18,117.34,18303.94,5.01,208.04,871.83,14.39,102.01,2.47,0
7.11,84.21,34518.1,12.27,239.51,152.73,6.35,16.02,4.11,1
6.44,251.4,15985.29,0.58,306.97,293.93,18.69,95.37,2.3,0
7.96,214.13,3514.82,13.06,365.2,998.7,9.02,77.51,2.9,0
5.78,233.92,35227.48,7.69,162.1,489.77,11.35,17.65,2.55,1
6.55,264.39,986.46,5.97,375.46,732.67,15.2,65.94,2.37,1
7.3,256.62,20754.54,7.46,344.55,264.4,2.75,19.07,1.09,0
8.25,291.4,16804.27,10.01,393.66,648.88,4.57,90.95,2.44,1
6.95,197.91,34822.19,0.19,364.08,753.5,21.21,70.12,4.56,1
6.56,187.47,38429.15,13.07,183.98,383.03,14.01,114.89,3.76,0
8.5,168.42,15552.68,6.7,131.79,846.01,26.21,30.14,1.58,1
5.84,113.81,40675.54,5.14,133.67,643.08,21.45,76.66,3.36,0
5.24,205.97,15048.88,2.07,187.37,450.21,2.23,33.27,4.57,1
7.35,140.94,22593.15,6.59,284.26,601.88,19.27,77.55,3.8,1
6.6,282.69,36487.42,7.44,341.3,619.08,4.62,89.49,1.59,1
6.18,208.3,34799.55,6.05,369.78,248.98,23.87,89.45,4.47,1
7.57,210.42,49374.74,10.18,287.13,462.46,29.76,99.66,2.21,0
7.2,158.08,11645.47,6.31,101.69,409.09,16.87,103.89,2.82,1
6.55,91.44,33284.74,14.42,155.9,460.81,21.12,18.5,3.1,0
5.98,86.98,30679.25,8.99,129.92,785.0,8.64,47.76,4.4,0
7.7,173.13,45797.37,12.11,209.0,534.28,14.25,85.58,4.73,1
7.52,98.6,8239.93,1.64,250.41,946.28,25.97,64.84,4.72,1
6.92,213.51,37714.01,5.96,113.02,364.31,6.69,30.97,1.03,0
8.48,273.81,28629.3,5.05,204.54,474.13,9.43,70.8,4.69,1
6.14,274.24,14095.96,8.54,153.75,808.26,14.47,54.82,1.22,1
5.78,224.99,23984.53,12.92,294.12,591.42,21.94,52.9,2.06,0
6.45,126.47,17021.94,1.18,239.28,592.33,12.52,99.07,3.06,1
6.96,269.86,29176.01,1.09,248.6,148.01,27.98,54.84,2.92,0
7.19,274.94,44505.53,12.75,228.31,458.74,4.64,12.91,3.42,1
6.81,123.26,28680.6,3.19,386.81,343.66,12.38,16.39,2.92,1
7.28,242.23,31770.26,10.03,164.42,999.4,21.85,104.19,4.74,1
6.0,143.03,26178.02,8.14,255.0,377.52,8.33,115.67,1.96,1
8.16,256.58,3032.69,12.49,320.81,896.05,20.38,85.73,2.1,1
6.93,299.39,12026.5,1.88,267.05,708.61,6.6,50.08,4.68,1
7.89,86.61,24854.09,1.95,378.71,406.82,3.57,113.25,1.31,0
7.27,277.42,15856.65,8.35,213.39,589.18,5.39,82.91,3.44,0
7.37,216.98,9497.3,14.2,239.1,856.48,28.04,102.88,3.73,1
7.46,294.14,25454.58,6.22,126.56,895.03,17.45,94.24,3.02,1
7.36,182.3,16479.08,4.9,282.7,244.35,24.3,51.71,3.78,0
7.51,266.43,13276.33,9.1,186.46,405.62,11.31,62.66,1.69,0
8.06,93.73,23467.28,13.96,148.09,401.7,18.59,30.47,4.41,0
7.16,153.76,7097.57,12.55,263.36,137.84,15.86,42.12,1.56,1
7.57,94.74,46423.41,14.93,259.69,638.41,28.48,95.59,2.6,1
6.93,294.58,43451.25,0.34,122.76,869.34,22.93,108.34,1.3,1
8.15,259.73,35527.22,1.69,309.46,443.42,22.46,89.69,3.18,0
6.46,267.56,5757.58,9.14,287.13,766.03,3.3,61.17,3.68,0
8.44,286.35,38905.92,12.31,156.71,664.93,17.39,19.52,4.76,1
6.97,98.72,40493.89,4.28,240.83,438.08,15.08,16.26,3.96,0
5.86,164.83,38504.35,3.59,316.1,226.95,27.98,51.18,3.16,1
7.1,95.63,6141.31,11.8,258.83,738.39,9.21,61.02,4.73,1
6.46,126.37,32373.44,0.85,218.65,869.11,9.56,77.0,2.91,0
7.67,130.46,41799.08,5.54,196.7,717.27,13.52,10.71,3.24,1
6.48,183.2,29078.99,7.59,283.12,116.09,8.81,118.87,3.38,0
6.64,139.08,32497.17,8.41,381.73,294.61,5.62,50.03,2.64,0
5.49,102.22,23188.99,10.93,301.52,162.53,26.01,103.29,4.35,1
6.64,116.85,26671.01,5.32,122.42,613.35,17.63,68.85,1.74,1
5.06,112.4,2201.65,9.19,238.21,780.83,26.12,24.35,3.22,0
5.73,294.08,32128.67,8.78,367.25,199.52,25.27,97.73,3.89,1
7.61,247.04,4531.64,8.21,128.34,854.5,9.9,88.08,4.62,0
7.63,292.91,22033.22,9.61,396.66,599.96,17.34,68.02,4.54,1
7.34,176.74,14986.43,3.89,384.72,720.97,4.33,66.6,3.03,0
6.23,141.24,27498.68,1.27,123.48,974.26,27.63,19.62,3.57,0
6.96,255.62,7104.11,1.79,380.02,175.31,13.32,82.14,2.58,1
7.0,151.78,34736.35,3.37,208.94,911.1,13.02,110.24,2.87,1
6.07,145.86,39853.07,7.5,353.41,213.49,10.48,20.26,4.63,0
8.2,131.15,8586.05,12.61,225.52,453.66,14.9,38.99,4.72,0
7.7,108.53,5663.5,10.52,232.26,866.29,9.05,109.25,4.58,0
6.82,136.42,7703.02,11.84,290.27,915.63,12.5,41.28,1.55,0
7.02,158.17,43917.81,5.26,332.34,555.73,24.4,81.93,4.4,1
7.17,228.28,26645.37,6.07,110.14,634.69,25.36,68.83,4.79,1
5.37,93.76,23629.42,5.91,277.95,737.33,10.52,75.6,2.44,1
6.8,126.31,5782.24,2.88,156.02,849.48,15.13,55.74,3.07,0
6.45,257.99,32653.02,0.92,203.78,209.36,26.47,43.0,4.12,1
6.2,112.32,43465.98,8.86,204.39,829.06,3.47,15.34,3.25,0
6.78,155.38,41495.2,14.84,240.72,533.15,26.9,91.87,4.97,0
8.44,270.22,31489.71,2.5,200.24,505.56,8.14,92.07,2.82,1
7.51,114.08,4226.3,0.7,132.21,481.51,21.0,83.78,3.86,1
6.54,98.2,6063.65,11.69,143.69,558.29,18.31,80.8,4.17,0
7.46,186.6,2940.79,3.79,110.03,950.55,17.48,36.81,2.98,0
8.12,146.53,13245.22,12.44,241.07,593.38,26.06,12.46,4.43,1
7.74,203.95,7215.24,10.56,386.33,957.86,4.84,98.96,3.18,0
7.05,256.84,13372.38,14.19,134.7,262.26,11.72,64.03,2.65,1
6.48,110.17,19560.37,6.13,383.88,751.72,17.07,43.75,1.43,1
7.56,207.75,47177.65,9.93,320.01,831.02,24.72,21.21,2.57,0
7.31,191.21,30713.61,6.97,291.25,711.22,8.06,16.9,3.94,0
7.72,111.7,41831.2,9.46,293.58,646.23,24.48,48.38,4.69,0
7.51,217.28,35662.4,6.74,348.02,608.33,13.19,98.52,2.01,0
7.84,140.2,6068.9,2.83,132.08,874.84,7.29,111.06,2.42,0
6.57,187.32,36928.06,7.62,251.43,839.48,23.25,108.64,1.62,1
8.05,98.1,14117.39,7.93,309.13,210.06,4.55,111.2,3.76,1
7.16,181.11,32135.84,12.16,276.05,863.73,16.41,109.85,4.84,1
8.66,147.42,17377.62,11.03,349.83,472.66,3.79,67.99,3.56,1
6.45,260.92,49884.78,9.96,121.68,328.33,11.98,34.14,3.47,0
8.39,92.54,13545.8,1.7,307.21,882.79,18.83,97.79,3.21,1
7.16,172.09,14316.96,10.81,260.21,488.82,17.57,33.51,1.35,0
6.48,180.85,46568.28,7.5,213.75,827.53,13.33,39.39,3.92,0
6.61,239.5,1719.9,13.41,202.08,337.06,14.01,35.66,3.41,0
6.74,206.34,34986.1,13.8,286.25,103.54,8.35,66.65,3.65,0
7.34,226.79,36403.66,0.83,367.3,545.91,14.76,45.4,4.6,0
7.42,250.95,41900.74,12.31,248.85,190.21,28.69,26.96,4.14,1
6.54,269.68,48734.75,0.57,347.42,778.94,25.81,59.85,4.12,0
6.98,149.05,48792.29,5.51,220.65,348.47,6.07,106.13,4.71,0
8.71,198.36,3731.2,8.13,130.72,499.28,2.83,72.76,4.96,1
8.38,264.82,41181.05,2.22,118.45,178.33,28.14,106.62,3.33,1
7.35,297.68,32492.34,11.19,115.4,357.99,16.75,31.55,1.44,1
7.03,275.69,32543.44,0.13,214.05,803.34,17.06,28.37,2.84,0
7.1,161.72,6853.32,2.53,201.17,236.43,23.86,73.31,4.15,0
7.49,122.94,32684.26,8.71,315.38,682.44,10.81,60.97,1.11,0
6.18,187.67,49132.89,10.72,322.85,925.68,15.49,82.62,1.23,0
6.79,243.16,45635.02,13.75,115.26,711.85,29.12,97.41,1.27,1
5.67,188.37,22236.97,10.58,166.34,829.92,20.82,92.64,3.92,1
7.32,186.3,2477.42,10.08,182.28,198.07,6.3,113.65,3.0,1
7.52,264.41,18433.53,5.92,264.28,325.66,5.73,53.81,2.48,1
6.61,159.51,41406.32,0.02,143.35,905.08,7.72,32.7,1.42,1
8.26,269.15,35224.21,1.8,140.18,743.6,23.47,70.6,3.93,1
6.02,169.5,23237.51,8.02,383.14,675.6,10.27,22.18,2.28,0
5.83,152.21,3227.53,10.13,341.26,697.39,2.6,41.77,2.06,0
7.18,179.88,21631.29,6.26,154.2,472.78,28.44,32.87,3.61,1
7.84,247.74,23716.73,10.96,221.97,140.1,6.75,53.62,3.24,1
8.35,107.72,46463.5,7.83,206.69,806.0,2.27,22.23,2.45,1
6.63,123.21,32233.76,1.11,337.3,710.84,8.64,13.5,3.57,1
7.86,289.32,15926.82,2.88,253.06,525.52,8.58,82.25,2.08,0
6.97,118.61,26503.25,12.6,138.35,909.78,13.82,77.13,4.18,0
6.86,204.9,3769.74,10.87,321.7,402.54,27.77,87.92,1.92,0
7.71,207.45,48642.13,13.42,219.07,364.89,26.62,82.64,1.64,1
7.52,187.72,18322.97,1.76,178.88,885.52,14.79,22.57,4.13,1
5.74,221.84,24154.43,14.85,212.65,817.29,13.51,42.02,3.83,1
8.18,130.56,18086.56,3.14,249.33,563.48,17.54,24.25,1.73,0
8.1,201.59,34284.33,0.18,202.93,217.66,8.82,102.73,1.46,0
6.5,161.88,33280.49,14.96,172.57,293.56,3.46,92.16,4.35,0
7.32,225.57,35908.45,4.22,219.55,690.61,28.3,32.17,4.11,1
7.4,111.07,13773.09,10.02,105.75,446.54,7.23,47.54,2.31,0
7.21,205.59,16125.59,2.65,331.75,852.83,7.56,116.33,3.63,0
6.56,120.76,6699.94,8.7,151.28,954.96,15.23,75.36,1.5,1
6.46,141.3,32947.74,13.56,113.17,825.07,15.77,98.13,3.03,0
6.98,128.12,2469.96,4.8,296.11,439.79,2.52,39.11,1.07,1
7.94,120.22,30085.28,10.05,332.18,809.82,6.14,33.11,2.57,1
7.43,261.66,43549.95,2.82,344.15,416.3,12.59,96.23,1.3,1
6.7,142.86,44596.19,9.37,248.05,250.39,21.14,85.45,2.9,0
7.62,283.97,22727.37,5.05,161.61,130.05,8.4,84.91,2.69,0
4.72,293.38,23235.53,3.17,321.17,447.15,13.84,70.79,2.78,1
7.92,205.68,4309.97,4.7,309.91,913.2,17.61,71.99,1.18,0
5.61,111.46,33702.87,2.68,173.88,315.09,26.88,90.93,2.45,1
6.71,162.4,41152.34,13.53,371.02,285.86,11.13,39.7,4.03,0
6.1,255.5,12610.43,5.96,131.31,972.84,5.74,48.8,2.48,1
5.96,160.83,21354.39,3.68,394.81,122.5,15.7,105.88,3.86,1
7.93,99.14,42022.55,6.73,358.07,807.2,22.91,43.98,2.48,0
6.63,202.49,43917.46,4.81,306.37,389.23,5.08,70.09,2.69,1
7.28,265.93,12537.41,11.17,381.62,133.74,13.89,87.29,3.26,1
