pH,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
5.88,170.62,20998.84,6.52,108.15,636.66,8.76,74.82,4.75,1
6.07,135.59,20189.28,5.94,190.81,542.91,27.88,17.72,3.08,1
6.79,242.93,15370.71,7.91,118.43,264.93,3.52,92.07,2.85,0
7.35,246.26,46588.44,6.41,191.5,184.6,9.85,66.95,1.85,0
7.68,247.09,29599.94,5.11,409.58,753.61,15.91,109.78,4.34,0
5.36,204.48,17334.35,3.05,142.83,642.73,12.06,84.63,4.6,1
6.7,265.41,6323.27,4.06,297.23,734.08,23.79,105.48,1.39,1
8.75,253.39,21181.17,5.15,254.81,625.83,26.69,112.31,4.34,1
7.22,248.16,37527.86,0.55,177.67,519.56,5.47,98.36,3.74,1
5.76,185.05,19476.44,5.47,359.73,718.41,23.59,82.95,4.52,0
6.39,282.49,35578.43,6.77,208.86,202.82,22.94,8.18,1.64,0
7.23,201.14,19697.04,9.52,364.51,948.12,10.27,114.53,2.57,1
7.76,181.12,8590.53,12.54,274.07,664.91,23.6,46.82,4.0,0
8.0,145.6,11979.94,8.78,390.79,375.65,13.39,45.79,3.6,1
8.57,93.31,18625.61,0.74,231.34,611.13,19.17,109.49,1.47,0
7.37,233.35,38615.27,3.2,307.84,168.34,3.91,102.13,1.69,0
7.65,200.25,27201.12,11.6,187.84,914.17,6.13,101.48,4.29,1
8.47,192.01,15720.16,8.97,223.19,173.8,21.96,48.79,3.85,0
8.76,197.29,5786.79,7.7,347.68,817.05,10.64,113.8,1.78,1
6.99,247.35,22278.43,3.39,223.03,960.64,15.77,33.35,1.28,1
7.21,189.0,17514.48,11.46,147.53,572.72,10.82,93.65,3.53,1
8.54,227.55,45496.03,5.19,205.78,353.13,13.35,97.43,3.95,1
7.26,250.26,45934.77,5.76,289.59,186.47,25.28,8.77,1.36,0
6.39,288.51,19523.09,12.69,117.24,130.73,27.02,65.72,2.18,0
7.46,266.07,41555.64,9.06,312.1,483.05,14.4,49.1,1.53,1
6.68,214.93,32673.92,8.81,340.56,573.75,19.42,25.13,2.05,1
7.86,260.45,34766.52,12.13,330.97,158.16,20.2,108.35,2.9,0
6.6,128.12,5497.94,4.96,345.98,939.92,9.37,9.83,3.83,0
8.75,217.01,20172.34,3.69,227.86,742.98,7.63,27.65,1.67,1
6.96,267.95,38968.65,11.06,282.62,230.48,15.98,94.49,3.73,0
7.02,170.03,8016.53,3.28,384.8,944.55,3.68,59.47,1.88,0
7.26,118.77,26620.06,3.81,172.15,893.95,24.42,92.51,2.08,0
5.79,273.03,47202.13,3.23,262.71,284.72,8.67,70.1,2.82,1
7.55,126.75,23336.63,1.9,257.15,448.19,6.93,46.78,4.13,0
7.94,207.49,26385.75,6.32,251.34,624.99,19.02,107.31,3.91,1
4.76,131.03,33564.73,10.16,186.67,821.26,13.6,103.49,1.86,1
6.85,211.7,23063.79,10.23,336.05,755.21,26.65,78.63,3.72,1
7.15,247.17,5102.87,4.84,103.23,780.55,26.7,11.7,3.65,1
6.85,239.68,40688.17,12.95,333.12,328.78,6.67,72.87,1.62,0
7.62,195.2,21888.4,3.7,301.12,766.22,14.04,10.48,2.2,1
6.69,282.99,24291.26,2.16,234.07,521.17,17.14,8.63,2.65,0
6.87,215.69,29408.85,4.92,339.18,827.42,6.02,63.64,1.69,1
7.0,158.73,8365.92,6.26,347.07,595.86,14.17,43.6,1.83,1
7.54,195.6,44985.7,10.61,334.74,826.83,24.11,46.8,4.04,1
6.19,241.94,6031.04,6.12,154.38,657.76,21.77,11.74,1.52,0
7.6,210.28,30315.83,4.0,190.84,156.31,5.88,62.58,4.59,0
6.26,89.29,17446.26,8.68,280.01,815.38,24.31,10.09,2.23,1
7.72,176.65,14904.73,9.45,296.92,373.58,3.89,106.11,4.09,1
6.74,239.67,11537.14,6.33,165.18,721.01,22.52,64.71,4.02,0
5.46,153.52,22833.0,7.12,103.77,699.97,5.64,83.12,1.92,0
7.29,132.64,17999.47,8.19,272.75,288.51,16.66,104.81,3.58,1
6.67,191.19,15566.14,11.71,98.99,777.47,15.31,89.75,2.29,0
7.67,273.49,48497.75,10.68,299.87,717.68,13.87,8.76,1.81,0
7.53,206.06,21948.7,2.78,402.18,258.57,19.23,101.3,2.22,0
7.91,98.73,6529.41,10.15,164.95,438.43,20.06,108.76,2.95,0
7.48,158.32,6468.9,11.4,389.18,287.7,3.55,100.93,1.48,0
7.85,215.44,48618.72,7.9,202.03,961.34,22.18,56.66,4.67,1
7.89,212.96,5440.58,7.16,163.81,224.38,7.05,90.15,2.45,1
7.95,198.18,17931.55,12.59,277.22,140.73,20.36,84.44,3.92,0
6.06,245.64,1506.13,7.36,210.42,510.89,5.21,113.54,3.57,0
7.64,206.67,30650.84,2.45,162.43,835.7,17.12,103.25,3.81,1
8.6,259.1,40144.59,6.85,213.11,663.44,11.71,104.56,1.49,0
6.57,311.85,36844.38,11.36,163.66,956.78,20.18,99.42,3.53,1
7.53,228.44,43698.18,5.74,244.54,971.57,5.0,39.72,2.57,1
8.37,162.66,46784.74,6.63,344.24,870.47,14.52,19.73,3.46,0
7.67,131.6,1936.41,11.73,318.05,480.23,21.81,12.8,2.15,1
6.43,258.7,1580.1,8.24,252.99,238.71,18.33,100.23,1.44,1
6.85,153.97,3781.23,0.73,171.26,863.3,25.54,96.52,1.23,1
8.2,270.16,47650.13,10.54,101.74,578.23,15.85,83.27,3.1,0
6.27,195.11,18402.54,11.31,142.1,891.48,25.96,40.52,3.25,1
7.78,180.89,26860.56,6.11,378.75,868.09,20.79,46.91,3.03,0
7.9,289.81,15946.56,1.6,178.56,342.5,6.35,86.23,4.64,1
7.5,202.35,7549.2,3.12,320.89,945.07,21.58,34.17,4.32,1
7.61,178.9,22929.21,4.4,151.63,645.06,23.6,82.78,1.57,1
7.23,114.47,45860.25,2.0,188.07,425.2,9.1,78.46,4.17,1
7.33,243.4,860.97,1.73,304.99,901.01,23.24,69.64,4.31,0
7.16,138.57,16050.29,12.36,197.7,506.55,3.62,23.45,3.73,0
7.14,318.74,9410.24,9.05,244.04,907.81,21.5,98.79,2.55,0
5.77,252.06,20365.08,10.64,167.81,700.12,17.79,34.09,3.83,0
7.13,164.64,27373.64,6.26,373.22,902.79,16.26,8.7,3.09,1
7.72,302.04,25356.49,12.0,278.9,837.72,21.25,108.79,3.42,1
6.98,294.8,4656.11,7.14,329.55,509.12,15.6,67.07,1.46,0
6.64,125.85,43870.22,6.16,141.01,751.86,24.92,103.75,4.34,1
7.53,225.66,27657.23,9.64,349.11,759.59,23.28,10.54,2.09,0
5.92,316.7,33154.28,12.46,207.3,479.92,26.23,85.72,3.21,1
5.14,220.06,5038.63,1.86,218.85,645.07,22.45,80.57,1.71,1
7.17,225.18,19535.14,11.47,286.99,312.35,24.95,62.62,3.69,1
6.35,188.05,1837.45,6.24,278.01,787.13,7.6,15.03,4.6,0
5.83,232.93,44279.45,8.02,169.8,961.03,27.4,84.28,3.35,0
6.73,101.83,7402.21,0.86,306.4,633.14,21.23,46.36,1.51,0
6.78,129.0,17065.27,7.22,219.14,245.8,21.79,95.95,4.68,1
8.0,290.6,3630.94,9.91,251.64,511.82,7.2,23.35,2.02,1
7.13,260.29,13407.31,8.34,386.04,379.15,26.26,10.89,4.33,0
7.69,171.36,23705.42,2.1,198.77,132.22,6.37,34.82,4.52,1
7.72,265.23,45558.19,2.89,214.69,578.91,18.23,64.07,4.57,1
7.3,134.25,33258.82,4.34,267.53,189.37,20.6,73.09,4.41,1
7.4,196.87,45444.36,6.88,321.05,883.39,24.8,54.08,2.29,1
6.69,268.93,17325.83,3.1,226.11,693.89,19.58,103.86,4.61,1
6.82,153.57,48634.16,8.77,267.62,716.77,13.14,57.79,4.22,0
7.28,308.85,39793.04,4.66,238.09,281.84,24.27,21.24,2.12,1
7.23,318.53,23001.79,7.44,101.77,401.27,3.27,108.62,4.52,0
9.78,152.89,10021.13,11.59,120.53,129.1,4.35,35.53,4.27,0
7.41,259.64,1076.17,13.12,345.74,269.6,7.1,74.04,2.05,0
6.47,188.5,38455.59,10.07,351.54,868.83,21.55,14.79,2.59,0
6.08,122.24,5362.69,1.77,365.9,745.63,27.7,16.63,3.33,0
5.78,248.43,4557.36,7.33,157.33,465.94,6.74,68.58,3.2,0
8.23,186.16,12806.69,4.95,174.81,545.47,21.04,35.86,3.3,0
6.22,279.63,29611.82,5.18,319.37,649.11,18.14,28.93,2.76,0
7.72,152.74,11426.05,0.79,246.8,628.11,19.08,110.85,3.01,0
7.71,254.2,40335.17,12.15,378.26,456.49,14.14,41.24,4.36,0
6.31,264.04,31462.43,11.35,298.98,269.99,5.17,54.72,3.86,0
7.37,136.76,32620.72,11.75,144.59,406.46,26.89,74.97,2.53,1
7.86,147.01,18945.37,7.82,282.69,870.41,15.62,52.65,1.61,1
5.47,95.33,9586.0,1.4,365.34,799.03,21.28,110.35,3.65,1
7.54,98.57,28742.27,7.15,191.34,361.01,16.49,57.93,3.55,1
8.04,267.1,33458.9,7.23,242.61,283.11,6.93,16.55,1.46,0
6.91,312.13,10309.55,5.4,375.44,863.97,7.71,61.82,3.2,1
6.56,225.0,12980.06,10.33,132.97,479.3,19.54,50.71,2.89,0
6.61,92.28,4279.09,8.9,332.72,751.06,14.98,112.72,2.38,1
4.86,268.28,15205.02,5.52,382.68,956.17,4.13,27.48,3.55,0
6.31,137.95,4590.3,4.2,377.63,764.99,22.31,89.42,2.15,0
7.36,278.79,39387.01,7.84,361.49,158.54,7.37,109.24,3.74,1
5.87,224.06,45482.3,1.36,107.59,973.28,18.4,91.08,3.48,0
6.95,276.81,39684.91,6.67,117.46,503.92,5.24,73.36,3.8,0
7.78,191.19,35547.89,10.51,131.47,639.43,25.04,89.53,3.06,1
6.85,112.82,11149.1,1.92,399.71,193.77,12.49,13.26,1.9,1
7.77,240.69,29494.83,3.26,256.99,549.47,11.27,104.92,1.99,0
5.99,197.65,38110.31,7.56,284.5,140.65,27.49,54.5,2.04,1
6.72,263.27,26870.88,8.76,135.75,347.13,27.13,58.57,4.37,1
8.2,254.34,23051.25,10.43,284.26,416.14,27.05,57.62,3.36,0
6.26,210.16,4950.03,8.1,168.46,163.62,24.88,109.35,3.25,1
6.9,270.37,23896.88,10.95,388.68,534.22,4.9,52.68,2.72,1
10.2,124.05,48673.47,5.59,362.84,800.09,25.93,15.77,4.49,1
7.56,296.1,30888.6,10.33,408.91,586.73,5.87,24.93,4.21,1
7.12,112.38,790.93,7.36,277.19,598.24,27.66,114.95,3.7,0
5.73,268.94,42617.83,1.2,391.86,699.3,8.74,70.88,4.33,1
6.58,175.6,20249.04,1.83,163.06,407.22,9.33,79.97,1.39,1
6.65,196.03,35312.72,10.62,146.94,515.34,12.24,35.23,2.19,1
5.99,119.69,755.11,9.62,161.98,348.18,9.47,94.08,2.47,0
6.3,246.53,36132.7,3.9,244.88,883.82,25.95,66.79,1.79,0
7.39,239.5,20266.98,7.89,101.61,910.4,6.92,79.96,2.43,0
6.28,173.92,48284.08,7.16,148.75,799.39,12.58,90.8,2.52,0
7.23,210.18,32115.1,11.46,135.08,382.71,14.2,110.23,4.23,0
5.6,204.71,20641.01,8.36,318.6,563.09,19.66,42.96,1.97,0
5.85,267.61,32385.09,6.2,267.92,978.87,3.53,74.51,3.25,1
8.37,297.12,7081.15,0.83,340.36,893.36,27.47,72.81,1.51,0
7.77,139.54,38503.38,9.01,114.93,430.97,20.36,17.54,2.91,1
7.5,140.15,14687.11,4.93,385.84,822.73,19.78,16.65,4.71,1
7.54,250.98,36434.66,1.33,183.04,809.93,7.98,53.44,2.07,1
6.71,134.26,6977.53,8.06,401.04,524.81,23.22,69.62,3.5,0
7.76,278.28,38214.73,4.63,353.68,798.67,13.57,58.7,3.6,1
6.41,218.91,25686.31,9.18,304.72,687.6,11.77,54.03,2.95,1
7.69,228.77,39854.45,1.85,191.12,544.14,15.39,111.66,4.53,0
6.5,242.87,46343.4,3.47,228.64,325.74,5.12,17.27,1.9,0
7.6,205.79,21728.26,1.26,368.71,295.98,18.62,82.8,3.14,1
7.42,135.7,33561.56,11.75,387.76,571.83,14.82,67.46,1.35,0
7.35,203.98,4154.25,4.86,178.92,436.83,26.45,56.48,2.82,0
5.64,266.96,24810.23,9.35,131.96,234.68,5.05,28.09,2.81,0
6.31,264.36,30207.6,12.87,171.24,712.42,24.91,99.95,3.82,0
7.84,98.69,23860.2,5.85,300.05,235.91,4.56,43.3,1.74,0
6.8,129.5,10249.37,11.21,402.19,358.52,8.4,29.59,3.67,0
6.83,304.56,33547.54,3.77,280.22,845.98,13.05,81.02,4.36,1
6.67,173.58,45470.09,9.48,108.25,285.5,3.27,62.17,2.37,1
7.88,191.0,37732.79,8.6,155.34,908.45,5.2,104.63,4.17,0
7.16,295.59,38038.72,1.62,317.19,621.52,4.02,29.87,2.49,0
6.73,275.62,40459.84,8.93,329.88,979.92,22.68,26.72,1.77,0
6.44,110.59,23265.84,11.29,330.76,682.74,18.84,66.02,2.73,0
6.88,129.99,32232.35,7.89,161.64,169.48,12.54,53.02,3.1,1
6.73,111.52,32781.97,2.93,385.56,215.09,20.27,41.47,2.16,1
7.86,231.27,38269.32,11.26,266.41,171.53,25.05,99.28,4.01,0
7.12,264.58,43628.19,4.17,112.35,977.68,9.31,71.09,1.53,1
6.83,123.4,43929.75,1.58,187.43,234.58,11.25,52.11,1.39,0
3.84,240.89,38503.21,12.22,401.24,664.91,15.73,41.83,3.78,0
6.92,316.91,19136.95,7.55,322.64,164.02,16.99,106.85,4.4,1
7.22,221.94,24359.92,10.88,356.09,582.43,9.07,31.38,4.2,1
5.87,293.75,43877.02,5.62,274.86,392.75,13.4,14.37,4.56,0
7.98,190.28,5385.98,1.3,151.13,456.52,11.31,67.74,1.46,0
6.29,168.83,39564.09,2.81,356.69,624.43,23.9,65.92,3.77,0
6.01,131.84,27930.39,10.06,207.21,553.91,25.01,76.55,2.83,1
6.14,144.19,26167.92,7.19,329.06,278.67,19.86,68.01,3.85,0
6.3,86.37,22073.95,13.31,379.19,958.78,26.18,8.94,3.42,0
6.8,196.76,27158.41,10.0,292.25,199.22,6.9,97.33,3.71,1
6.6,182.97,2746.14,5.51,142.21,401.86,11.47,81.56,3.01,1
6.88,176.39,23989.77,10.97,184.79,699.81,6.52,60.94,1.68,1
6.59,241.39,36571.29,8.03,143.11,612.13,16.49,47.36,3.47,0
6.52,263.85,3652.88,11.14,304.8,227.86,23.85,56.5,1.67,0
5.09,181.64,39423.03,5.6,174.37,919.72,4.63,31.62,4.38,0
7.25,167.93,19533.13,2.12,310.45,376.91,19.31,52.91,4.14,0
7.3,179.16,21727.32,6.83,174.5,865.16,24.1,36.76,4.79,0
8.01,265.59,16544.13,2.33,331.35,505.67,21.84,17.56,2.92,1
6.15,238.11,44159.84,12.98,372.96,631.67,20.14,28.81,4.1,0
7.56,179.77,14488.54,4.41,297.95,567.78,25.32,17.37,1.49,0
7.06,206.65,38042.07,0.61,147.8,859.14,16.9,46.65,4.12,0
8.09,116.78,46485.11,2.83,109.13,824.29,24.26,11.74,2.44,1
7.7,277.69,10747.95,13.12,295.47,190.63,22.97,113.65,4.31,1
8.06,117.38,34275.43,1.03,240.95,977.59,23.2,61.02,2.52,1
7.17,281.4,33607.63,11.25,381.92,233.01,25.91,52.8,2.17,0
7.03,318.8,4322.06,8.8,400.35,362.33,22.39,92.16,4.36,0
7.54,150.9,32654.25,6.34,245.32,522.09,27.82,106.56,4.24,1
8.16,273.03,43549.37,0.56,348.31,828.87,12.64,109.07,3.22,0
7.01,126.47,48329.21,12.17,140.14,497.64,3.71,84.42,2.15,1
6.46,161.4,6990.06,7.98,283.91,324.8,13.35,102.78,4.78,1
7.34,125.05,1804.44,3.61,296.15,960.3,5.53,77.65,4.6,1
7.26,279.16,8442.49,8.77,154.18,407.04,14.12,81.88,2.85,1
6.09,282.34,25640.19,10.03,177.53,464.58,21.54,15.34,4.0,0
6.17,282.79,26062.06,2.58,309.25,953.1,21.67,54.56,4.36,1
6.65,182.44,38465.36,9.57,246.7,226.08,23.56,25.09,3.9,1
6.66,199.1,21966.51,4.78,265.55,265.2,15.17,104.48,2.01,0
7.41,206.03,38495.15,2.73,280.13,399.73,14.42,88.34,4.28,1
7.47,256.2,27360.92,13.31,241.51,329.73,8.07,40.13,1.65,0
6.34,107.47,9254.22,12.85,282.75,365.71,21.35,32.96,1.31,0
6.12,153.59,1880.07,5.92,283.96,340.0,6.52,15.88,4.08,1
5.93,276.28,45392.6,12.63,359.8,231.24,21.55,41.47,3.92,0
6.24,226.32,48350.03,8.79,92.84,193.05,7.73,42.52,1.47,1
7.1,157.55,9369.15,13.05,289.43,151.08,16.92,84.05,1.98,0
7.64,86.83,26703.92,6.96,228.32,299.98,24.79,105.11,2.26,0
7.16,193.25,25907.38,3.85,369.9,129.7,27.92,53.95,4.62,0
7.27,140.68,19882.94,7.97,291.05,664.22,20.44,18.33,3.38,0
5.91,229.22,20242.77,1.75,396.79,434.56,12.69,108.6,3.52,0
7.72,94.16,27689.49,7.09,269.74,219.14,11.91,114.07,1.76,0
7.27,180.36,9328.95,4.08,107.65,738.2,20.93,110.86,1.81,0
7.26,285.5,4101.39,1.26,119.03,362.44,26.9,107.22,3.15,0
6.93,239.78,12208.46,9.3,265.46,813.79,3.26,21.77,4.52,1
7.29,87.49,39819.83,2.58,166.6,845.8,19.95,103.55,4.03,1
7.01,152.63,46759.1,4.9,357.2,212.99,20.47,86.18,4.48,0
6.87,311.92,21843.43,12.37,211.91,492.68,24.74,43.48,3.45,0
8.09,212.7,13013.92,11.05,374.9,683.21,16.62,80.05,2.04,1
6.59,147.61,1870.76,1.97,310.31,925.1,23.27,98.74,3.04,1
7.18,274.46,46424.79,6.28,214.43,674.42,14.25,104.32,3.98,0
6.36,110.52,17882.2,12.82,269.3,383.84,5.1,92.0,1.43,0
7.44,255.64,43221.1,4.98,148.27,733.67,17.09,86.47,1.84,0
6.59,298.58,15438.03,11.07,334.17,452.72,3.56,101.0,3.25,1
7.31,164.31,29150.39,5.76,101.72,305.69,22.49,114.37,3.47,1
7.1,149.0,8100.95,5.09,177.06,280.51,12.78,21.78,4.2,0
6.27,214.52,46617.02,4.17,396.96,296.83,18.26,101.34,2.08,0
9.09,102.69,25705.54,8.75,95.13,168.14,24.12,81.3,3.72,1
6.62,279.2,12583.97,8.68,213.73,359.66,15.93,10.25,2.86,0
7.47,276.24,32185.14,10.08,319.25,195.19,26.77,16.21,3.58,1
7.53,216.36,16206.51,3.87,236.75,271.83,26.97,111.27,2.06,1
5.96,264.96,30100.3,12.82,120.01,353.52,4.2,21.71,1.92,0
7.26,235.06,1598.39,13.48,283.67,157.66,24.87,89.53,2.52,0
6.51,137.88,15387.24,3.89,150.63,813.86,10.56,79.68,3.79,0
6.31,289.45,26172.5,12.06,319.27,272.9,13.23,92.18,3.22,1
6.61,241.93,13233.48,9.74,120.52,928.64,11.78,25.4,4.78,1
10.12,116.15,12755.6,6.03,394.26,291.41,21.43,104.86,3.16,0
7.45,236.42,16386.47,3.78,193.23,666.75,6.67,30.46,1.71,1
6.42,162.99,32331.78,5.74,388.61,164.57,21.8,61.61,2.3,1
6.97,272.54,36604.73,12.92,382.43,344.41,27.18,68.84,1.41,1
7.73,269.88,5003.93,4.27,222.97,815.01,18.18,20.59,3.66,1
8.13,291.43,17594.93,13.23,381.24,658.32,26.63,73.85,1.36,1
7.35,231.17,939.31,5.43,251.55,609.13,12.88,73.41,2.03,1
6.61,280.36,18559.6,7.11,105.9,618.08,15.52,98.54,4.37,1
7.5,267.06,23007.28,2.49,274.64,294.61,14.95,14.64,2.58,1
6.23,167.01,38387.9,11.96,165.28,294.72,7.4,54.39,4.29,1
6.1,203.37,19291.91,8.87,156.61,466.47,21.08,109.38,4.52,1
8.37,210.38,29924.7,11.79,232.35,346.18,17.67,58.78,1.37,1
6.13,194.28,21345.07,7.89,227.97,420.08,22.28,45.99,1.53,1
7.29,139.96,34148.83,9.93,398.72,704.04,11.58,36.27,2.17,1
8.75,137.28,19355.52,7.2,336.98,328.76,14.65,95.9,3.66,0
7.82,286.98,13962.36,0.74,277.41,685.13,10.87,34.04,4.2,0
5.45,120.47,30615.26,2.34,192.44,176.08,9.86,40.7,3.78,1
7.72,300.78,21416.96,2.24,208.91,880.35,17.07,52.08,2.84,0
6.05,208.57,46463.29,13.05,113.28,792.94,15.54,44.51,4.25,0
6.35,92.89,37204.26,1.04,214.09,581.98,26.89,77.54,3.25,1
7.82,181.38,24791.79,9.31,379.18,614.61,9.14,15.0,1.73,0
7.97,300.6,21638.97,10.52,326.59,340.25,11.31,72.03,2.46,1
7.82,293.31,8384.09,7.9,272.43,489.16,13.35,94.14,3.14,0
9.13,306.47,32528.52,12.38,96.23,262.83,4.85,80.63,2.8,1
8.22,139.02,32122.24,8.29,251.63,594.13,21.86,71.91,3.86,0
7.71,157.26,6140.67,11.12,371.96,770.11,12.99,62.29,1.79,1
7.04,113.94,32235.15,5.05,244.59,868.53,24.91,34.87,2.04,1
7.69,286.29,26978.57,6.55,145.47,898.06,17.23,77.88,2.44,1
8.85,146.2,48094.52,9.82,195.15,649.25,16.08,37.47,3.88,1
7.45,270.56,2665.74,8.19,144.01,294.94,26.4,35.63,2.2,0
6.87,87.27,13343.98,2.98,324.91,757.05,11.59,10.76,3.54,1
6.02,292.17,5293.52,9.18,306.52,250.12,14.56,92.95,1.57,0
6.84,319.14,47503.4,1.17,250.71,317.17,20.21,81.17,1.77,1
8.14,142.18,4092.47,6.62,133.5,918.86,25.54,94.52,4.51,1
8.11,235.04,5002.93,8.76,139.19,196.46,19.02,23.3,4.78,1
7.78,261.77,46731.89,9.35,335.81,730.19,13.8,51.91,2.61,1
6.44,290.03,2539.35,12.62,387.75,783.53,27.49,88.04,2.43,0
7.37,245.1,2885.38,3.39,176.56,394.93,8.08,10.69,1.65,0
6.58,311.46,4933.66,11.43,275.38,641.33,22.73,31.89,4.73,0
5.64,266.62,48773.56,2.02,167.83,278.99,13.48,32.38,4.7,0
7.46,157.29,9171.62,10.73,370.82,567.04,10.07,51.46,2.45,1
5.49,211.13,19718.5,10.01,363.48,460.6,18.05,76.69,4.44,0
6.82,147.46,30180.92,9.79,231.19,919.32,14.6,87.4,2.37,0
7.36,310.93,46096.68,11.8,318.97,190.0,23.53,9.47,4.65,0
6.78,270.72,28754.9,2.96,347.24,845.52,7.75,67.14,3.92,1
7.13,218.61,15768.76,6.07,311.31,422.26,9.74,75.82,3.42,1
7.94,200.11,10073.5,13.15,146.6,891.15,3.19,48.3,1.67,0
6.61,131.02,40604.98,10.9,110.28,684.26,11.84,39.06,2.31,1
6.31,86.93,37640.19,13.49,389.93,784.33,11.4,13.53,1.91,0
8.86,95.38,16765.3,11.73,401.93,487.45,10.06,58.65,1.91,1
6.03,162.06,27496.96,0.9,310.04,261.84,24.29,9.6,1.98,0
8.23,235.85,29718.67,11.04,324.7,541.29,18.55,11.4,1.44,1
4.8,158.19,23699.52,6.78,103.39,500.79,18.43,34.26,1.43,1
8.02,281.2,39786.86,5.27,241.04,301.77,22.21,74.69,2.49,0
6.7,313.14,9695.36,13.06,118.99,550.3,7.89,77.22,1.86,0
7.23,253.32,32187.24,3.65,347.82,123.29,8.42,48.69,4.38,0
6.55,226.24,9271.31,2.99,246.19,548.94,6.44,39.01,1.52,1
6.45,304.95,15456.15,7.09,114.58,352.72,13.07,62.92,4.54,0
7.1,228.74,37578.04,3.25,352.81,120.48,15.95,106.57,3.27,0
7.27,140.8,47146.01,11.43,334.93,816.81,24.68,105.78,4.8,1
6.22,315.58,45703.02,5.15,404.66,348.19,15.82,92.62,2.2,1
7.46,292.87,41920.96,2.78,190.55,584.17,5.79,86.35,3.2,0
7.2,310.7,30447.29,6.35,98.45,725.43,20.82,44.45,2.82,1
7.91,95.32,15482.69,12.3,170.87,209.48,3.07,50.41,3.5,0
6.18,319.62,17433.29,6.44,325.26,155.76,14.22,12.7,1.77,1
5.93,222.75,48308.35,12.32,224.84,808.04,9.86,106.27,3.08,0
7.95,142.76,39750.12,8.68,170.54,297.98,17.42,38.18,2.16,1
5.45,120.15,5033.71,6.64,345.13,204.18,18.14,32.15,1.26,0
8.12,261.23,22440.55,13.14,277.3,554.59,25.81,16.45,3.28,0
7.3,259.01,40769.79,1.7,154.22,624.79,4.84,93.04,3.77,1
6.8,201.66,7436.02,1.54,362.95,746.86,26.89,88.07,2.7,1
7.42,146.95,32873.44,1.79,118.47,605.21,4.51,72.35,4.18,1
7.95,119.96,35690.85,2.67,205.68,705.15,9.52,41.44,4.2,0
7.2,137.67,31065.64,8.8,355.61,418.4,14.0,103.45,2.85,0
8.07,98.97,16899.24,2.27,103.58,195.9,3.36,53.56,1.71,1
7.93,293.43,19413.35,8.02,266.35,849.43,24.91,19.76,2.69,1
7.74,257.49,25429.17,11.71,301.14,460.78,10.56,47.48,2.34,1
6.02,92.44,17616.02,9.78,112.88,321.56,4.43,15.68,3.88,0
5.63,115.34,20062.09,4.06,135.9,415.21,24.0,30.68,1.39,1
5.31,319.96,12348.2,12.64,265.72,362.73,13.33,71.91,2.44,0
6.04,196.98,17739.78,10.1,382.69,795.82,24.63,27.68,3.7,1
7.86,269.03,7585.26,6.77,272.63,880.87,16.19,39.42,4.13,0
8.04,254.75,38436.85,0.89,399.39,178.8,26.22,21.74,2.21,1
6.91,254.53,1931.62,2.79,202.98,497.77,3.5,29.9,4.52,0
7.25,265.03,10907.76,3.03,286.87,657.33,27.72,22.39,2.46,0
5.71,88.96,20660.0,4.75,400.13,747.73,24.56,74.91,1.52,0
7.11,281.48,7778.79,7.67,362.94,556.31,14.62,81.5,3.97,1
6.19,136.2,29898.53,5.68,376.9,428.1,26.64,57.36,2.01,0
7.01,136.03,30737.41,8.46,384.72,174.87,6.12,15.28,3.84,1
7.52,247.44,10216.71,6.71,325.57,144.81,4.12,50.99,3.34,1
5.73,238.52,7834.69,11.63,193.95,527.32,4.04,17.21,1.99,1
7.08,138.47,31687.21,0.8,118.04,428.93,6.48,57.95,2.87,1
8.05,101.98,15619.1,12.46,363.46,328.16,21.42,85.16,2.65,1
6.71,85.31,9760.49,8.56,148.81,473.19,16.83,36.03,3.97,1
5.92,223.92,30043.25,2.36,397.15,695.2,8.48,84.21,2.61,0
7.7,208.44,34148.8,3.53,351.67,811.08,27.36,47.26,4.66,1
7.53,209.8,22594.77,9.34,259.58,540.27,27.66,31.5,1.24,0
6.62,274.91,33917.94,12.55,94.49,172.01,19.86,109.29,2.29,1
6.25,260.0,23387.88,6.85,117.85,745.37,7.4,42.96,3.4,1
7.07,277.45,10746.53,6.05,223.91,946.68,25.89,97.33,1.35,1
8.96,225.22,19832.63,8.26,203.82,237.63,15.18,21.59,3.92,0
6.63,224.17,6739.14,9.04,277.56,774.38,11.44,43.4,4.76,1
6.49,186.41,13036.65,7.18,127.65,614.24,12.1,51.15,2.24,0
7.16,130.92,8680.85,3.08,307.35,680.49,11.22,26.49,3.29,0
6.72,185.57,31721.92,4.47,389.45,884.6,18.66,12.57,2.95,0
7.46,240.04,11752.19,2.49,344.71,230.47,20.34,63.93,3.16,1
5.61,278.91,43635.73,11.65,219.25,612.03,16.57,27.18,4.2,0
8.03,271.07,48299.03,9.19,386.13,366.11,27.97,42.59,2.52,0
7.26,301.94,22080.11,2.29,139.54,544.99,6.38,57.39,2.65,0
8.39,118.09,48988.84,8.58,224.45,463.05,26.17,96.67,2.7,1
7.36,153.29,26894.48,10.21,380.36,196.88,17.42,107.89,3.26,1
7.31,172.92,39315.02,0.67,250.94,643.95,19.11,112.85,3.9,1
6.52,95.97,27256.7,5.99,218.51,473.83,16.4,54.57,1.44,0
